,attack_category
122358,normal
122359,dos
122360,dos
122361,dos
122362,normal
122363,normal
122364,dos
122365,dos
122366,normal
122367,normal
122368,dos
122369,dos
122370,normal
122371,dos
122372,normal
122373,normal
122374,normal
122375,dos
122376,dos
122377,normal
122378,dos
122379,normal
122380,dos
122381,dos
122382,dos
122383,normal
122384,dos
122385,normal
122386,dos
122387,normal
122388,normal
122389,dos
122390,dos
122391,normal
122392,normal
122393,normal
122394,dos
122395,normal
122396,normal
122397,dos
122398,normal
122399,normal
122400,normal
122401,dos
122402,probe
122403,dos
122404,normal
122405,dos
122406,dos
122407,normal
122408,normal
122409,normal
122410,dos
122411,dos
122412,dos
122413,probe
122414,normal
122415,normal
122416,dos
122417,dos
122418,dos
122419,normal
122420,normal
122421,normal
122422,normal
122423,probe
122424,normal
122425,normal
122426,normal
122427,normal
122428,normal
122429,r2l
122430,dos
122431,normal
122432,normal
122433,normal
122434,normal
122435,dos
122436,normal
122437,dos
122438,normal
122439,normal
122440,dos
122441,dos
122442,normal
122443,normal
122444,normal
122445,normal
122446,normal
122447,normal
122448,probe
122449,normal
122450,normal
122451,dos
122452,dos
122453,normal
122454,normal
122455,normal
122456,probe
122457,dos
122458,normal
122459,normal
122460,normal
122461,normal
122462,normal
122463,normal
122464,normal
122465,dos
122466,probe
122467,dos
122468,normal
122469,normal
122470,normal
122471,dos
122472,dos
122473,normal
122474,dos
122475,normal
122476,normal
122477,normal
122478,normal
122479,normal
122480,normal
122481,normal
122482,normal
122483,normal
122484,normal
122485,normal
122486,probe
122487,dos
122488,normal
122489,normal
122490,normal
122491,dos
122492,normal
122493,probe
122494,normal
122495,normal
122496,dos
122497,probe
122498,dos
122499,normal
122500,probe
122501,normal
122502,dos
122503,normal
122504,normal
122505,dos
122506,normal
122507,normal
122508,normal
122509,normal
122510,normal
122511,dos
122512,normal
122513,dos
122514,normal
122515,probe
122516,normal
122517,normal
122518,normal
122519,probe
122520,dos
122521,normal
122522,dos
122523,normal
122524,normal
122525,normal
122526,normal
122527,normal
122528,normal
122529,dos
122530,probe
122531,normal
122532,normal
122533,dos
122534,normal
122535,normal
122536,normal
122537,dos
122538,dos
122539,dos
122540,normal
122541,normal
122542,dos
122543,dos
122544,normal
122545,normal
122546,r2l
122547,normal
122548,normal
122549,normal
122550,dos
122551,probe
122552,normal
122553,normal
122554,dos
122555,dos
122556,normal
122557,dos
122558,probe
122559,normal
122560,normal
122561,dos
122562,dos
122563,normal
122564,normal
122565,dos
122566,probe
122567,normal
122568,normal
122569,normal
122570,dos
122571,normal
122572,probe
122573,dos
122574,normal
122575,normal
122576,dos
122577,dos
122578,normal
122579,normal
122580,normal
122581,normal
122582,normal
122583,dos
122584,dos
122585,dos
122586,dos
122587,normal
122588,dos
122589,normal
122590,dos
122591,normal
122592,probe
122593,dos
122594,normal
122595,normal
122596,normal
122597,normal
122598,r2l
122599,dos
122600,dos
122601,normal
122602,normal
122603,dos
122604,dos
122605,dos
122606,normal
122607,normal
122608,dos
122609,dos
122610,dos
122611,r2l
122612,probe
122613,dos
122614,dos
122615,normal
122616,normal
122617,normal
122618,dos
122619,dos
122620,normal
122621,normal
122622,normal
122623,normal
122624,normal
122625,probe
122626,dos
122627,normal
122628,dos
122629,probe
122630,probe
122631,normal
122632,normal
122633,probe
122634,normal
122635,normal
122636,normal
122637,normal
122638,normal
122639,dos
122640,normal
122641,probe
122642,normal
122643,normal
122644,probe
122645,probe
122646,dos
122647,dos
122648,normal
122649,normal
122650,normal
122651,dos
122652,normal
122653,probe
122654,normal
122655,dos
122656,normal
122657,normal
122658,normal
122659,dos
122660,normal
122661,dos
122662,normal
122663,dos
122664,normal
122665,normal
122666,dos
122667,dos
122668,normal
122669,dos
122670,normal
122671,dos
122672,normal
122673,normal
122674,normal
122675,dos
122676,dos
122677,normal
122678,dos
122679,dos
122680,normal
122681,normal
122682,probe
122683,normal
122684,normal
122685,normal
122686,normal
122687,dos
122688,normal
122689,normal
122690,normal
122691,dos
122692,dos
122693,normal
122694,dos
122695,dos
122696,probe
122697,dos
122698,normal
122699,normal
122700,normal
122701,dos
122702,normal
122703,dos
122704,normal
122705,normal
122706,dos
122707,dos
122708,normal
122709,normal
122710,normal
122711,dos
122712,normal
122713,normal
122714,dos
122715,dos
122716,dos
122717,normal
122718,dos
122719,normal
122720,dos
122721,dos
122722,dos
122723,dos
122724,dos
122725,dos
122726,normal
122727,dos
122728,dos
122729,normal
122730,dos
122731,dos
122732,probe
122733,dos
122734,probe
122735,normal
122736,normal
122737,dos
122738,normal
122739,probe
122740,dos
122741,normal
122742,dos
122743,normal
122744,dos
122745,normal
122746,normal
122747,r2l
122748,dos
122749,dos
122750,normal
122751,normal
122752,normal
122753,dos
122754,normal
122755,dos
122756,dos
122757,normal
122758,dos
122759,normal
122760,normal
122761,dos
122762,normal
122763,dos
122764,probe
122765,normal
122766,normal
122767,dos
122768,normal
122769,dos
122770,normal
122771,normal
122772,dos
122773,probe
122774,probe
122775,normal
122776,dos
122777,probe
122778,normal
122779,dos
122780,normal
122781,normal
122782,normal
122783,dos
122784,r2l
122785,normal
122786,normal
122787,probe
122788,dos
122789,normal
122790,normal
122791,dos
122792,normal
122793,dos
122794,probe
122795,normal
122796,normal
122797,dos
122798,normal
122799,normal
122800,normal
122801,normal
122802,dos
122803,normal
122804,dos
122805,dos
122806,normal
122807,normal
122808,normal
122809,normal
122810,normal
122811,normal
122812,probe
122813,dos
122814,normal
122815,normal
122816,normal
122817,normal
122818,probe
122819,normal
122820,dos
122821,normal
122822,dos
122823,normal
122824,dos
122825,normal
122826,probe
122827,probe
122828,dos
122829,dos
122830,normal
122831,normal
122832,probe
122833,normal
122834,normal
122835,normal
122836,dos
122837,dos
122838,dos
122839,dos
122840,normal
122841,normal
122842,normal
122843,normal
122844,normal
122845,normal
122846,dos
122847,normal
122848,normal
122849,normal
122850,dos
122851,dos
122852,normal
122853,normal
122854,probe
122855,probe
122856,dos
122857,dos
122858,normal
122859,normal
122860,dos
122861,probe
122862,probe
122863,dos
122864,dos
122865,normal
122866,normal
122867,normal
122868,dos
122869,normal
122870,normal
122871,dos
122872,normal
122873,dos
122874,normal
122875,normal
122876,probe
122877,dos
122878,normal
122879,normal
122880,probe
122881,probe
122882,dos
122883,normal
122884,normal
122885,normal
122886,probe
122887,normal
122888,normal
122889,dos
122890,probe
122891,normal
122892,normal
122893,dos
122894,probe
122895,dos
122896,normal
122897,normal
122898,dos
122899,probe
122900,probe
122901,normal
122902,dos
122903,dos
122904,normal
122905,normal
122906,dos
122907,dos
122908,dos
122909,normal
122910,dos
122911,normal
122912,normal
122913,normal
122914,dos
122915,normal
122916,normal
122917,normal
122918,probe
122919,normal
122920,normal
122921,dos
122922,normal
122923,dos
122924,dos
122925,dos
122926,normal
122927,normal
122928,normal
122929,normal
122930,dos
122931,normal
122932,probe
122933,normal
122934,dos
122935,dos
122936,normal
122937,normal
122938,normal
122939,probe
122940,normal
122941,dos
122942,normal
122943,normal
122944,dos
122945,dos
122946,dos
122947,dos
122948,normal
122949,normal
122950,normal
122951,dos
122952,normal
122953,normal
122954,normal
122955,probe
122956,dos
122957,normal
122958,dos
122959,dos
122960,normal
122961,normal
122962,normal
122963,dos
122964,normal
122965,normal
122966,normal
122967,normal
122968,normal
122969,normal
122970,normal
122971,normal
122972,dos
122973,normal
122974,probe
122975,normal
122976,normal
122977,r2l
122978,dos
122979,normal
122980,dos
122981,dos
122982,dos
122983,dos
122984,dos
122985,normal
122986,dos
122987,normal
122988,normal
122989,probe
122990,normal
122991,normal
122992,normal
122993,dos
122994,dos
122995,dos
122996,probe
122997,dos
122998,dos
122999,normal
123000,normal
123001,normal
123002,normal
123003,dos
123004,normal
123005,normal
123006,dos
123007,dos
123008,normal
123009,normal
123010,normal
123011,normal
123012,dos
123013,probe
123014,dos
123015,dos
123016,dos
123017,normal
123018,normal
123019,dos
123020,dos
123021,normal
123022,normal
123023,normal
123024,normal
123025,dos
123026,dos
123027,normal
123028,normal
123029,normal
123030,normal
123031,dos
123032,dos
123033,dos
123034,normal
123035,dos
123036,normal
123037,dos
123038,normal
123039,probe
123040,normal
123041,normal
123042,normal
123043,normal
123044,normal
123045,normal
123046,probe
123047,normal
123048,normal
123049,dos
123050,dos
123051,dos
123052,normal
123053,dos
123054,normal
123055,dos
123056,normal
123057,normal
123058,probe
123059,normal
123060,normal
123061,dos
123062,normal
123063,dos
123064,normal
123065,normal
123066,normal
123067,normal
123068,dos
123069,dos
123070,dos
123071,normal
123072,normal
123073,normal
123074,normal
123075,normal
123076,dos
123077,normal
123078,normal
123079,dos
123080,dos
123081,normal
123082,dos
123083,dos
123084,dos
123085,normal
123086,normal
123087,normal
123088,normal
123089,normal
123090,normal
123091,dos
123092,dos
123093,dos
123094,normal
123095,dos
123096,dos
123097,dos
123098,normal
123099,dos
123100,normal
123101,probe
123102,normal
123103,normal
123104,normal
123105,normal
123106,probe
123107,dos
123108,normal
123109,normal
123110,normal
123111,dos
123112,probe
123113,normal
123114,dos
123115,probe
123116,probe
123117,normal
123118,dos
123119,normal
123120,dos
123121,dos
123122,normal
123123,dos
123124,normal
123125,normal
123126,normal
123127,dos
123128,normal
123129,probe
123130,dos
123131,dos
123132,normal
123133,normal
123134,normal
123135,dos
123136,normal
123137,probe
123138,normal
123139,normal
123140,dos
123141,normal
123142,normal
123143,normal
123144,dos
123145,dos
123146,normal
123147,normal
123148,normal
123149,dos
123150,normal
123151,dos
123152,dos
123153,probe
123154,normal
123155,normal
123156,dos
123157,dos
123158,normal
123159,dos
123160,dos
123161,normal
123162,dos
123163,dos
123164,normal
123165,normal
123166,normal
123167,dos
123168,dos
123169,dos
123170,normal
123171,normal
123172,normal
123173,dos
123174,normal
123175,dos
123176,dos
123177,normal
123178,normal
123179,dos
123180,normal
123181,normal
123182,dos
123183,normal
123184,normal
123185,dos
123186,normal
123187,dos
123188,dos
123189,normal
123190,dos
123191,dos
123192,normal
123193,dos
123194,normal
123195,dos
123196,normal
123197,normal
123198,normal
123199,probe
123200,probe
123201,dos
123202,normal
123203,dos
123204,normal
123205,normal
123206,normal
123207,normal
123208,dos
123209,probe
123210,probe
123211,normal
123212,normal
123213,dos
123214,probe
123215,normal
123216,normal
123217,normal
123218,normal
123219,normal
123220,normal
123221,probe
123222,dos
123223,dos
123224,normal
123225,probe
123226,dos
123227,dos
123228,dos
123229,normal
123230,normal
123231,normal
123232,probe
123233,dos
123234,dos
123235,normal
123236,normal
123237,normal
123238,dos
123239,dos
123240,normal
123241,probe
123242,normal
123243,normal
123244,probe
123245,normal
123246,dos
123247,normal
123248,normal
123249,normal
123250,probe
123251,dos
123252,dos
123253,probe
123254,normal
123255,dos
123256,normal
123257,probe
123258,normal
123259,dos
123260,normal
123261,normal
123262,normal
123263,probe
123264,probe
123265,normal
123266,dos
123267,dos
123268,normal
123269,dos
123270,dos
123271,normal
123272,normal
123273,normal
123274,normal
123275,normal
123276,normal
123277,normal
123278,normal
123279,dos
123280,probe
123281,probe
123282,normal
123283,dos
123284,normal
123285,normal
123286,dos
123287,normal
123288,normal
123289,dos
123290,dos
123291,normal
123292,dos
123293,dos
123294,normal
123295,normal
123296,dos
123297,normal
123298,probe
123299,normal
123300,normal
123301,normal
123302,dos
123303,normal
123304,normal
123305,normal
123306,normal
123307,normal
123308,normal
123309,dos
123310,dos
123311,dos
123312,probe
123313,dos
123314,normal
123315,normal
123316,normal
123317,normal
123318,dos
123319,dos
123320,dos
123321,dos
123322,dos
123323,normal
123324,dos
123325,normal
123326,normal
123327,normal
123328,dos
123329,normal
123330,dos
123331,normal
123332,normal
123333,normal
123334,dos
123335,normal
123336,probe
123337,normal
123338,dos
123339,normal
123340,normal
123341,dos
123342,dos
123343,dos
123344,probe
123345,dos
123346,dos
123347,normal
123348,normal
123349,normal
123350,normal
123351,dos
123352,normal
123353,normal
123354,normal
123355,dos
123356,normal
123357,dos
123358,dos
123359,dos
123360,normal
123361,normal
123362,normal
123363,normal
123364,normal
123365,dos
123366,normal
123367,dos
123368,normal
123369,normal
123370,normal
123371,dos
123372,normal
123373,normal
123374,normal
123375,normal
123376,normal
123377,normal
123378,normal
123379,normal
123380,r2l
123381,normal
123382,normal
123383,dos
123384,dos
123385,normal
123386,normal
123387,probe
123388,dos
123389,dos
123390,normal
123391,normal
123392,dos
123393,normal
123394,normal
123395,dos
123396,normal
123397,normal
123398,normal
123399,normal
123400,normal
123401,normal
123402,normal
123403,dos
123404,normal
123405,dos
123406,dos
123407,normal
123408,normal
123409,normal
123410,dos
123411,dos
123412,normal
123413,normal
123414,dos
123415,normal
123416,probe
123417,dos
123418,normal
123419,normal
123420,dos
123421,dos
123422,dos
123423,probe
123424,probe
123425,probe
123426,dos
123427,normal
123428,normal
123429,normal
123430,probe
123431,probe
123432,dos
123433,dos
123434,r2l
123435,probe
123436,normal
123437,probe
123438,probe
123439,probe
123440,normal
123441,dos
123442,normal
123443,dos
123444,dos
123445,normal
123446,dos
123447,dos
123448,dos
123449,normal
123450,probe
123451,dos
123452,normal
123453,normal
123454,normal
123455,dos
123456,dos
123457,normal
123458,normal
123459,normal
123460,normal
123461,normal
123462,normal
123463,normal
123464,normal
123465,normal
123466,probe
123467,probe
123468,dos
123469,dos
123470,dos
123471,dos
123472,dos
123473,normal
123474,normal
123475,normal
123476,dos
123477,normal
123478,normal
123479,normal
123480,dos
123481,dos
123482,normal
123483,normal
123484,normal
123485,probe
123486,dos
123487,dos
123488,probe
123489,normal
123490,normal
123491,dos
123492,dos
123493,normal
123494,normal
123495,normal
123496,dos
123497,normal
123498,dos
123499,r2l
123500,normal
123501,dos
123502,dos
123503,dos
123504,dos
123505,normal
123506,normal
123507,dos
123508,normal
123509,normal
123510,normal
123511,dos
123512,normal
123513,normal
123514,normal
123515,normal
123516,probe
123517,normal
123518,normal
123519,dos
123520,dos
123521,dos
123522,normal
123523,normal
123524,probe
123525,dos
123526,normal
123527,normal
123528,normal
123529,dos
123530,dos
123531,normal
123532,normal
123533,normal
123534,dos
123535,probe
123536,normal
123537,normal
123538,normal
123539,probe
123540,normal
123541,dos
123542,normal
123543,normal
123544,normal
123545,dos
123546,normal
123547,normal
123548,normal
123549,probe
123550,normal
123551,dos
123552,dos
123553,normal
123554,normal
